organism,count
"gi|343201328|ref|NR_042054.1| Enterococcus faecium strain LMG 11423 16S ribosomal RNA, partial sequence",1
"gi|631253197|ref|NR_114395.1| Schaalia odontolytica strain JCM 14871 16S ribosomal RNA, partial sequence",1
"gi|265678978|ref|NR_029286.1| Schaalia meyeri strain Prevot 2477B 16S ribosomal RNA, partial sequence",1
"gi|343201257|ref|NR_041983.1| Schaalia odontolytica strain CCUG 20536 16S ribosomal RNA, partial sequence",1
"gi|659364859|ref|NR_121745.1| Gloeobacter kilaueensis JS1 16S ribosomal RNA, complete sequence",1
"gi|636560500|ref|NR_116560.1| Polycyclovorans algicola TG408 16S ribosomal RNA, partial sequence",1
"gi|848212602|ref|NR_132298.1| Chiayiivirga flava strain CC-YHH031 16S ribosomal RNA, partial sequence",1
"gi|636558691|ref|NR_114748.1| Acidithiobacillus ferrooxidans strain ATCC 23270 16S ribosomal RNA, partial sequence",1
"gi|343203725|ref|NR_043700.1| Oceanobacillus chironomi strain T3944D 16S ribosomal RNA, partial sequence",1
"gi|1199303389|ref|NR_147740.1| Companilactobacillus insicii strain TMW 1.2011 16S ribosomal RNA, partial sequence",1
"gi|343202449|ref|NR_042744.1| Virgibacillus kekensis strain YIM kkny16 16S ribosomal RNA, partial sequence",1
"gi|631250883|ref|NR_112079.1| Sphingobium abikonense strain IAM 12404 16S ribosomal RNA, partial sequence",1
"gi|343199086|ref|NR_044521.1| Ideonella azotifigens strain 1a22 16S ribosomal RNA, partial sequence",1
"gi|2363086446|ref|NR_181477.1| Nocardioides nematodiphilus strain R-N-C8 16S ribosomal RNA, partial sequence",1
"gi|1227086170|ref|NR_148646.1| Luteimonas notoginsengisoli strain SYP-B804 16S ribosomal RNA, partial sequence",1
"gi|219878165|ref|NR_025304.1| Luteimonas mephitis strain B1953/27.1 16S ribosomal RNA, partial sequence",1
"gi|2836274963|ref|NR_197726.1| Nocardioides bizhenqiangii strain HM61 16S ribosomal RNA, partial sequence",1
"gi|1953646685|ref|NR_171497.1| Kribbella monticola strain NEAU-SW521 16S ribosomal RNA, partial sequence",1
"gi|2260349448|ref|NR_176530.1| Dysosmobacter welbionis strain J115 16S ribosomal RNA, partial sequence",1
"gi|2463901899|ref|NR_184630.1| Hominibacterium faecale strain SF3 16S ribosomal RNA, partial sequence",1
"gi|2363082111|ref|NR_179302.1| Nocardia acididurans strain LPG 2 16S ribosomal RNA, partial sequence",1
"gi|1315203975|ref|NR_152644.1| Nocardia tengchongensis strain CFH S0057 16S ribosomal RNA, partial sequence",1
"gi|645320120|ref|NR_117402.1| Nocardia niigatensis strain W8186 16S ribosomal RNA, partial sequence",1
"gi|219857206|ref|NR_024834.1| Thiobacter subterraneus strain C55 16S ribosomal RNA, partial sequence",1
"gi|2836274894|ref|NR_197657.1| Acidithiobacillus acidisediminis strain S30A2 16S ribosomal RNA, partial sequence",1
"gi|2363083185|ref|NR_179841.1| Hypericibacter terrae strain R5913 16S ribosomal RNA, partial sequence",1
"gi|1864207103|ref|NR_169397.1| Mucilaginibacter hurinus strain ZR32 16S ribosomal RNA, partial sequence",1
"gi|636559014|ref|NR_115071.1| Granulicella pectinivorans strain TPB6011 16S ribosomal RNA, partial sequence",1
"gi|2136551520|ref|NR_173523.1| Aggregatilinea lenta strain MO-CFX2 16S ribosomal RNA, partial sequence",1
"gi|2363085504|ref|NR_181001.1| Phototrophicus methaneseepsis strain ZRK33 16S ribosomal RNA, partial sequence",1
"gi|1811131593|ref|NR_165775.1| Aeromicrobium panacisoli strain Gsoil 137 16S ribosomal RNA, partial sequence",1
"gi|219846467|ref|NR_026059.1| Rhizobium giardinii strain H152 16S ribosomal RNA, partial sequence",1
"gi|2363085284|ref|NR_180890.1| Citrobacter telavivensis strain 6105 16S ribosomal RNA, complete sequence",1
"gi|631250881|ref|NR_112077.1| Pseudomonas fragi strain IFO 3458 16S ribosomal RNA, partial sequence",1
"gi|265678317|ref|NR_028619.1| Pseudomonas psychrophila strain E-3 16S ribosomal RNA, partial sequence",1
"gi|444303873|ref|NR_074295.1| Granulicella tundricola MP5ACTX9 16S ribosomal RNA, partial sequence >gi|645320930|ref|NR_118021.1| Granulicella tundricola MP5ACTX9 16S ribosomal RNA, partial sequence",1
"gi|1269785368|ref|NR_121700.2| Corynebacterium maris strain Coryn-1 16S ribosomal RNA, complete sequence",1
"gi|343204724|ref|NR_043810.1| Paracoccus halophilus strain HN-182 16S ribosomal RNA, partial sequence",1
"gi|645321322|ref|NR_118316.1| Coprobacter fastidiosus NSB1 = JCM 33896 16S ribosomal RNA, partial sequence",1
"gi|2621112336|ref|NR_189240.1| Coprobacter tertius strain LH1063 16S ribosomal RNA, partial sequence",1
"gi|1384992322|ref|NR_156071.1| Saccharicrinis aurantiacus strain HQYD1 16S ribosomal RNA, partial sequence",1
"gi|343205927|ref|NR_044425.1| Hydrogenoanaerobacterium saccharovorans strain SW512 16S ribosomal RNA, partial sequence",1
"gi|265679047|ref|NR_029355.1| [Clostridium] methylpentosum strain R2 16S ribosomal RNA, partial sequence",1
"gi|343200147|ref|NR_040834.1| Erythrobacter tepidarius strain DSM 10594 16S ribosomal RNA, partial sequence",1
"gi|631253130|ref|NR_114328.1| Erythrobacter colymbi strain TPW-24 16S ribosomal RNA, partial sequence",1
"gi|1491514583|ref|NR_159191.1| Tsuneonella mangrovi strain C9-11 16S ribosomal RNA, partial sequence",1
"gi|343198907|ref|NR_043981.1| Desulfocurvus vexinensis DSM 17965 strain VNs36 16S ribosomal RNA, partial sequence",1
"gi|636560491|ref|NR_116551.1| Desulfocurvus vexinensis DSM 17965 strain VNs36 16S ribosomal RNA, partial sequence",1
"gi|631253078|ref|NR_114276.1| Paracoccus chinensis strain NBRC 104937 16S ribosomal RNA, partial sequence",1
"gi|2363087119|ref|NR_181815.1| Xinfangfangia pollutisoli strain Clo-40 16S ribosomal RNA, partial sequence",1
"gi|545589049|ref|NR_044648.2| Absiella tortuosum strain ATCC 25548 16S ribosomal RNA, partial sequence",1
"gi|1779814889|ref|NR_164964.1| Lysobacter xanthus strain U8 16S ribosomal RNA, partial sequence",1
"gi|1864207106|ref|NR_169400.1| Cognatilysobacter terrigena strain 17J7-1 16S ribosomal RNA, partial sequence",1
"gi|974142240|ref|NR_134760.1| Lysobacter mobilis strain 9NM-14 16S ribosomal RNA, partial sequence",1
"gi|2363081576|ref|NR_179034.1| Phytobacter palmae strain S29 16S ribosomal RNA, partial sequence",1
"gi|444303855|ref|NR_074277.1| Bacteroides thetaiotaomicron strain VPI-5482 16S ribosomal RNA, partial sequence",1
"gi|631251746|ref|NR_112944.1| Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence",1
"gi|631251741|ref|NR_112939.1| Bacteroides nordii WAL 11050 = JCM 12987 16S ribosomal RNA, partial sequence",1
"gi|2221405294|ref|NR_175461.1| Methylobacterium oryzihabitans strain TER-1 16S ribosomal RNA, partial sequence",1
"gi|1909404361|ref|NR_170414.1| Acidiferrimicrobium australe strain USS-CCA1 16S ribosomal RNA, partial sequence",1
"gi|265678727|ref|NR_029032.1| Vibrio ponticus strain 69 16S ribosomal RNA, partial sequence",1
"gi|558508640|ref|NR_104564.1| Thalassomonas viridans strain XOM25 16S ribosomal RNA, partial sequence",1
"gi|265678674|ref|NR_028979.1| Conexibacter woesei strain ID131577 16S ribosomal RNA, partial sequence",1
"gi|1779814847|ref|NR_164922.1| Ornithinimicrobium cavernae strain CFH 30183 16S ribosomal RNA, partial sequence",1
"gi|2363087115|ref|NR_181813.1| Ornithinimicrobium laminariae strain Arc0846-15 16S ribosomal RNA, partial sequence",1
"gi|1491505228|ref|NR_159076.1| Ornithinimicrobium flavum strain CPCC 203535 16S ribosomal RNA, partial sequence",1
"gi|2221405251|ref|NR_175447.1| Methylotenera oryzisoli strain La3113 16S ribosomal RNA, partial sequence",1
"gi|1033657156|ref|NR_137246.1| Prauserella soli strain 12-833 16S ribosomal RNA, partial sequence",1
"gi|661903057|ref|NR_122088.1| Amycolatopsis arida strain RA45 16S ribosomal RNA, partial sequence",1
"gi|2363080727|ref|NR_178605.1| Allosalinactinospora lopnorensis strain CA15-2 16S ribosomal RNA, partial sequence",1
"gi|1227086210|ref|NR_148666.1| Athalassotoga saccharophila strain NAS-01 16S ribosomal RNA, partial sequence",1
"gi|2363082795|ref|NR_179646.1| Megasphaera vaginalis (ex Bordigoni et al. 2020) strain Marseille-P4857 16S ribosomal RNA, partial sequence",1
"gi|219878162|ref|NR_025301.1| Aminobacter aminovorans strain DSM 7048 16S ribosomal RNA, partial sequence",1
"gi|2363082352|ref|NR_179423.1| Intestinimonas timonensis strain GD4 16S ribosomal RNA, partial sequence",1
"gi|310975235|ref|NR_037099.1| Caulobacter vibrioides strain CB51 16S ribosomal RNA, partial sequence",1
"gi|1193829153|ref|NR_147396.1| Enterocloster hominis (ex Hitch et al. 2024) strain Marseille-P3100 16S ribosomal RNA, partial sequence",1
"gi|343205837|ref|NR_044289.1| Enterocloster lavalensis strain CCRI-9842 16S ribosomal RNA, partial sequence",1
"gi|2363083723|ref|NR_180109.1| Hymenobacter edaphi strain NL 16S ribosomal RNA, partial sequence",1
"gi|631252929|ref|NR_114127.1| Derxia gummosa strain NBRC 102506 16S ribosomal RNA, partial sequence",1
"gi|2363084804|ref|NR_180650.1| Sphingomonas piscis strain HDW15B 16S ribosomal RNA, partial sequence",1
"gi|2621112346|ref|NR_189250.1| Lichenifustis flavocetrariae strain BP6-180914 16S ribosomal RNA, complete sequence",1
"gi|2363087253|ref|NR_181882.1| Microvirga lenta strain SM9 16S ribosomal RNA, complete sequence",1
"gi|645321596|ref|NR_118524.1| Campylobacter mucosalis strain ATCC 43264 16S ribosomal RNA, partial sequence",1
"gi|645321592|ref|NR_118521.1| Campylobacter lanienae NCTC 13004 strain CCUG 44467 16S ribosomal RNA, partial sequence",1
"gi|2072685443|ref|NR_172577.1| Desmonostoc persicum strain SA14 16S ribosomal RNA, partial sequence",1
"gi|645319665|ref|NR_117039.1| Weissella ceti strain 1119-1A-09 16S ribosomal RNA, partial sequence",1
"gi|2363086882|ref|NR_181698.1| Janibacter endophyticus strain YIM B02568 16S ribosomal RNA, partial sequence",1
"gi|636559814|ref|NR_115874.1| Pseudomonas oleovorans subsp. lubricantis strain RS1 16S ribosomal RNA, partial sequence",1
"gi|219856857|ref|NR_024676.1| Micropruina glycogenica strain Lg2 16S ribosomal RNA, partial sequence",1
"gi|559795180|ref|NR_104769.1| Propionicimonas paludicola strain Wd 16S ribosomal RNA, partial sequence",1
"gi|1269807816|ref|NR_074642.2| Microlunatus phosphovorus NM-1 16S ribosomal RNA, complete sequence",1
"gi|343201293|ref|NR_042019.1| Desulfomicrobium baculatum DSM 4028 16S ribosomal RNA, partial sequence",1
"gi|2962412234|ref|NR_199428.1| Bengtsoniella intestinalis strain BP47G 16S ribosomal RNA, partial sequence",1
"gi|2363086659|ref|NR_181586.1| Catonella massiliensis strain Marseille-Q4567 16S ribosomal RNA, partial sequence",1
"gi|631253200|ref|NR_114398.1| Companilactobacillus farciminis strain BCRC 14043 16S ribosomal RNA, partial sequence",1
"gi|545589101|ref|NR_044707.2| Companilactobacillus farciminis strain ATCC 29644 16S ribosomal RNA, partial sequence",1
"gi|2363080063|ref|NR_178248.1| Companilactobacillus formosensis strain S215 16S ribosomal RNA, partial sequence",1
"gi|2363082384|ref|NR_179439.1| Pseudenterobacter timonensis strain mt20 16S ribosomal RNA, partial sequence",1
"gi|645322006|ref|NR_118853.1| Klebsiella oxytoca strain ATCC 13182 16S ribosomal RNA, partial sequence",1
"gi|2363084786|ref|NR_180641.1| Citrobacter tructae strain SNU WT2 16S ribosomal RNA, partial sequence",1
"gi|1491505232|ref|NR_159080.1| Polynucleobacter aenigmaticus strain MWH-K35W1 16S ribosomal RNA, complete sequence",1
"gi|1953646705|ref|NR_171504.1| Trinickia diaoshuihuensis strain NEAU-SY24 16S ribosomal RNA, partial sequence",1
"gi|1315204028|ref|NR_152697.1| Legionella saoudiensis strain LS-1 16S ribosomal RNA, partial sequence",1
"gi|343206351|ref|NR_044943.1| Hymenobacter ocellatus strain Myx 2105 16S ribosomal RNA, partial sequence",1
"gi|1024974690|ref|NR_136767.1| Limnochorda pilosa strain HC45 16S ribosomal RNA, partial sequence",1
"gi|2363085446|ref|NR_180971.1| Paracoccus shandongensis strain wg2 16S ribosomal RNA, partial sequence",1
"gi|343201354|ref|NR_042080.1| Roseicyclus mahoneyensis strain type strain: ML6 16S ribosomal RNA, partial sequence",1
"gi|1137647771|ref|NR_145553.1| Modestobacter lapidis strain MON3.1 16S ribosomal RNA, partial sequence",1
"gi|1018196561|ref|NR_136440.1| Nocardia casuarinae strain BMG51109a 16S ribosomal RNA, partial sequence",1
"gi|1590271291|ref|NR_115038.2| Clavibacter sepedonicus strain DSM 20744 16S ribosomal RNA, partial sequence",1
"gi|1277396316|ref|NR_152027.1| Clavibacter capsici strain PF008 16S ribosomal RNA, partial sequence",1
"gi|661903050|ref|NR_122081.1| Aquisphaera giovannonii strain OJF2 16S ribosomal RNA, partial sequence",1
"gi|343202563|ref|NR_042919.1| Mycolicibacterium mucogenicum strain ATCC 49650 16S ribosomal RNA, partial sequence >gi|343202778|ref|NR_043237.1| Mycolicibacterium phocaicum strain N4 16S ribosomal RNA, partial sequence",1
"gi|343202556|ref|NR_042912.1| Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387 strain CIP 104534 16S ribosomal RNA, partial sequence",1
"gi|343202557|ref|NR_042913.1| Mycolicibacterium houstonense strain ATCC 49403 16S ribosomal RNA, partial sequence >gi|343202565|ref|NR_042921.1| Mycobacterium senegalense strain IEMVT 378 16S ribosomal RNA, partial sequence >gi|343202567|ref|NR_042923.1| Mycolicibacterium farcinogenes strain NCTC 10955 16S ribosomal RNA, partial sequence",1
"gi|1240411908|ref|NR_149240.1| Mycoavidus cysteinexigens strain B1-EB 16S ribosomal RNA, partial sequence",1
"gi|1953646735|ref|NR_171525.1| Trinickia fusca strain 7MK8-2 16S ribosomal RNA, partial sequence",1
"gi|2363080828|ref|NR_178656.1| Phenylobacterium kunshanense strain BUT-10 16S ribosomal RNA, partial sequence",1
"gi|1277396290|ref|NR_152001.1| Phenylobacterium aquaticum strain W2-3-4 16S ribosomal RNA, partial sequence",1
"gi|631252114|ref|NR_113312.1| Thermotomaculum hydrothermale strain AC55 16S ribosomal RNA, partial sequence",1
"gi|545589044|ref|NR_044645.2| Dorea formicigenerans strain ATCC 27755 16S ribosomal RNA, partial sequence",1
"gi|645319949|ref|NR_117274.1| Bacillus siamensis KCTC 13613 strain PD-A10 16S ribosomal RNA, partial sequence",1
"gi|343201603|ref|NR_042329.1| Corallococcus coralloides strain M2 16S ribosomal RNA, partial sequence",1
"gi|485099114|ref|NR_102510.1| Desulfocapsa sulfexigens DSM 10523 16S ribosomal RNA, partial sequence",1
"gi|636559009|ref|NR_115066.1| Desulfopila inferna strain JS_SRB250Lac 16S ribosomal RNA, partial sequence",1
"gi|631251581|ref|NR_112779.1| Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854 strain HM2-2 16S ribosomal RNA, partial sequence",1
"gi|1199303361|ref|NR_147712.1| Massilia putida strain 6NM-7 16S ribosomal RNA, partial sequence",1
"gi|265678842|ref|NR_029147.1| Segatella oulorum strain WPH 179 16S ribosomal RNA, partial sequence",1
"gi|631251922|ref|NR_113120.1| Segatella oulorum strain JCM 14966 16S ribosomal RNA, partial sequence",1
"gi|631252532|ref|NR_113730.1| Sphingobium yanoikuyae strain NBRC 15102 16S ribosomal RNA, partial sequence",1
"gi|219856827|ref|NR_024646.1| Sporichthya brevicatena strain YU 720-21 16S ribosomal RNA, partial sequence",1
"gi|2363082465|ref|NR_179479.1| Paludisphaera soli strain JC670 16S ribosomal RNA, complete sequence",1
"gi|2363085075|ref|NR_180786.1| Shouchella miscanthi strain AK13 16S ribosomal RNA, complete sequence",1
"gi|343201640|ref|NR_042366.1| Calidithermus timidus strain SPS-243 16S ribosomal RNA, partial sequence",1
"gi|2836274932|ref|NR_197695.1| Streptococcus raffinosi strain VTCC 12812 16S ribosomal RNA, partial sequence",1
"gi|631251750|ref|NR_112948.1| Constrictibacter antarcticus strain 262-8 16S ribosomal RNA, partial sequence",1
"gi|636558629|ref|NR_114686.1| Thiocapsa pendens strain DSM 236 16S ribosomal RNA, partial sequence",1
"gi|507148038|ref|NR_102845.1| Paraburkholderia phytofirmans PsJN 16S ribosomal RNA, partial sequence",1
"gi|2363081707|ref|NR_179100.1| Ktedonosporobacter rubrisoli strain SCAWS-G2 16S ribosomal RNA, partial sequence",1
"gi|2363081705|ref|NR_179099.1| Ktedonosporobacter rubrisoli strain SCAWS-G2 16S ribosomal RNA, partial sequence",1
"gi|2363084252|ref|NR_180375.1| Ktedonosporobacter rubrisoli strain SCAWS-G2 16S ribosomal RNA, partial sequence",1
"gi|559795199|ref|NR_104788.1| Hydrogenophilus hirschii strain Yel5a 16S ribosomal RNA, partial sequence",1
"gi|631252518|ref|NR_113716.1| Hydrogenophilus thermoluteolus strain NBRC 14978 16S ribosomal RNA, partial sequence",1
"gi|219856844|ref|NR_024663.1| Hydrogenophilus thermoluteolus strain TH-1 16S ribosomal RNA, partial sequence",1
"gi|961555117|ref|NR_134085.1| Microbacterium jejuense strain THG-C31 16S ribosomal RNA, partial sequence",1
"gi|470466321|ref|NR_074114.1| Elusimicrobium minutum strain Pei191 16S ribosomal RNA, partial sequence",1
"gi|636558989|ref|NR_115046.1| Elusimicrobium minutum strain Pei191 16S ribosomal RNA, partial sequence",1
"gi|1520188660|ref|NR_159886.1| Longivirga aurantiaca strain X5 16S ribosomal RNA, partial sequence",1
"gi|636558824|ref|NR_114881.1| Paracoccus zeaxanthinifaciens subsp. payriae strain RA19 16S ribosomal RNA, partial sequence",1
"gi|1240411843|ref|NR_149174.1| Aquamicrobium soli strain NK8 16S ribosomal RNA, partial sequence",1
"gi|2136551625|ref|NR_173629.1| Oryzicola mucosus strain ROOL2 16S ribosomal RNA, partial sequence",1
"gi|343200107|ref|NR_040794.1| Geobacillus stearothermophilus strain IFO 12550 16S ribosomal RNA, partial sequence",1
"gi|645319596|ref|NR_116987.1| Geobacillus stearothermophilus strain R-35646 16S ribosomal RNA, partial sequence",1
"gi|636559242|ref|NR_115299.1| Acinetobacter seohaensis strain SW-100 16S ribosomal RNA, partial sequence",1
"gi|2363085380|ref|NR_180938.1| Ramlibacter agri strain G-1-2-2 16S ribosomal RNA, partial sequence",1
"gi|1491522536|ref|NR_159343.1| Aureimonas populi strain 4M3-2 16S ribosomal RNA, partial sequence",1
"gi|2363086822|ref|NR_181668.1| Jiella sonneratiae strain MQZ13P-4 16S ribosomal RNA, partial sequence",1
"gi|2363083911|ref|NR_180204.1| Aureimonas fodinaquatilis strain CAU 1482 16S ribosomal RNA, partial sequence",1
"gi|1445136073|ref|NR_158113.1| Anaerotignum aminivorans strain SH021 16S ribosomal RNA, partial sequence",1
"gi|1811131545|ref|NR_165727.1| Anaerotignum faecicola strain KGMB03357 16S ribosomal RNA, complete sequence",1
"gi|631252210|ref|NR_113408.1| Anaerotignum propionicum strain JCM 1430 16S ribosomal RNA, partial sequence",1
"gi|1779814886|ref|NR_164961.1| Aquibium carbonis strain B2.3 16S ribosomal RNA, partial sequence",1
"gi|1491514569|ref|NR_159178.1| Ciceribacter thiooxidans strain F43b 16S ribosomal RNA, partial sequence",1
"gi|636560042|ref|NR_116102.1| Aliihoeflea aestuarii strain N8 16S ribosomal RNA, partial sequence",1
"gi|343202945|ref|NR_043439.1| Bifidobacterium indicum strain JCM 1302 16S ribosomal RNA, partial sequence",1
"gi|1441204344|ref|NR_157759.1| Natronospira proteinivora strain BSker1 16S ribosomal RNA, partial sequence",1
"gi|1445136107|ref|NR_158147.1| Dyella agri strain DKC-1 16S ribosomal RNA, partial sequence",1
