organism,count
"gi|265678559|ref|NR_028863.1| Thiohalocapsa halophila strain 4270 16S ribosomal RNA, partial sequence",1
"gi|343202496|ref|NR_042819.1| Dechloromonas hortensis strain MA-1 16S ribosomal RNA, partial sequence",1
"gi|219857253|ref|NR_024884.1| Dechloromonas agitata strain CKB 16S ribosomal RNA, partial sequence",1
"gi|343200680|ref|NR_041367.1| Rhizobacter fulvus strain Gsoil 322 16S ribosomal RNA, partial sequence",1
"gi|1116030241|ref|NR_144699.1| Neobacillus jeddahensis strain JCE 16S ribosomal RNA, partial sequence",1
"gi|959495016|ref|NR_133866.1| Sphingomonas yantingensis strain 1007 16S ribosomal RNA, partial sequence",1
"gi|2363080175|ref|NR_178311.1| Faecalibacterium gallinarum strain ic1379 16S ribosomal RNA, partial sequence",1
"gi|1397641802|ref|NR_156911.1| Allofournierella massiliensis strain AT2 16S ribosomal RNA, partial sequence",1
"gi|1779814928|ref|NR_165002.1| Kineobactrum sediminis strain F02 16S ribosomal RNA, complete sequence",1
"gi|1227086064|ref|NR_148595.1| Marimicrobium arenosum strain CAU1038 16S ribosomal RNA, partial sequence",1
"gi|2363087121|ref|NR_181816.1| Novosphingobium percolationis strain c1 16S ribosomal RNA, complete sequence",1
"gi|219878210|ref|NR_025349.1| Desulfomicrobium macestii strain M-9 16S ribosomal RNA, partial sequence",1
"gi|219846437|ref|NR_026028.1| Desulfomicrobium apsheronum strain 1105 16S ribosomal RNA, partial sequence",1
"gi|507148153|ref|NR_102960.1| Spirochaeta africana DSM 8902 16S ribosomal RNA, partial sequence",1
"gi|265678517|ref|NR_028820.1| Alkalispirochaeta americana strain ASpG1 16S ribosomal RNA, partial sequence",1
"gi|310975152|ref|NR_037016.1| Acidomonas methanolica strain MB 58 16S ribosomal RNA, partial sequence",1
"gi|645322531|ref|NR_119260.1| Microbacterium keratanolyticum strain DSM 8606 16S ribosomal RNA, partial sequence",1
"gi|1270533038|ref|NR_109621.2| Vulcaniibacterium thermophilum strain YIM 77875 16S ribosomal RNA, complete sequence",1
"gi|343201603|ref|NR_042329.1| Corallococcus coralloides strain M2 16S ribosomal RNA, partial sequence",1
"gi|645320200|ref|NR_117462.1| Melittangium lichenicola strain DSM 2275 16S ribosomal RNA, partial sequence",1
"gi|2363084669|ref|NR_180583.1| Rugamonas aquatica strain FT29W 16S ribosomal RNA, partial sequence",1
"gi|343200139|ref|NR_040826.1| Novosphingobium aromaticivorans strain IFO 16085 16S ribosomal RNA, partial sequence",1
"gi|2221405358|ref|NR_175489.1| Sphingorhabdus pulchriflava strain GY_G 16S ribosomal RNA, partial sequence",1
"gi|645321927|ref|NR_118791.1| Novosphingobium aromaticivorans strain SMCC B0712 16S ribosomal RNA, partial sequence",1
"gi|645322051|ref|NR_118885.1| Aeromicrobium fastidiosum strain NCIB 12713 16S ribosomal RNA, partial sequence",1
"gi|2180566472|ref|NR_174312.1| Aeromicrobium yanjiei strain MF47 16S ribosomal RNA, partial sequence",1
"gi|228715722|ref|NR_027537.1| Bordetella hinzii LMG 13501 16S ribosomal RNA, partial sequence",1
"gi|219878265|ref|NR_025404.1| Bordetella trematum strain DSM 11334 16S ribosomal RNA, partial sequence",1
"gi|219846360|ref|NR_025951.1| Bordetella pertussis strain 18323 16S ribosomal RNA, partial sequence",1
"gi|343202581|ref|NR_042939.1| Pseudomonas chlororaphis subsp. aureofaciens strain DSM 6698 16S ribosomal RNA, partial sequence",1
"gi|2363084544|ref|NR_180520.1| Ruminococcus bovis strain JE7A12 16S ribosomal RNA, complete sequence",1
"gi|343202324|ref|NR_042610.1| Herminiimonas saxobsidens strain NS11 16S ribosomal RNA, partial sequence",1
"gi|672238913|ref|NR_125502.1| Herminiimonas arsenicoxydans strain ULPAs1 16S ribosomal RNA, partial sequence",1
"gi|566084925|ref|NR_108469.1| Angustibacter peucedani strain RS-50 16S ribosomal RNA, partial sequence",1
"gi|2363081830|ref|NR_179161.1| Thermosulfurimonas marina strain SU872 16S ribosomal RNA, partial sequence",1
"gi|645322006|ref|NR_118853.1| Klebsiella oxytoca strain ATCC 13182 16S ribosomal RNA, partial sequence",1
"gi|343201062|ref|NR_041749.1| Klebsiella oxytoca strain ATCC 13182 16S ribosomal RNA, partial sequence",1
"gi|636559457|ref|NR_115517.1| Agrobacterium vitis strain NCPPB3554 16S ribosomal RNA, partial sequence",1
"gi|2363083929|ref|NR_180213.1| Bacillus clarus strain ATCC 21929 16S ribosomal RNA, complete sequence",1
"gi|219846540|ref|NR_026132.1| Gluconacetobacter liquefaciens strain IFO 12388 16S ribosomal RNA, partial sequence",1
"gi|631252165|ref|NR_113363.1| Gluconacetobacter tumulicola strain K5929-2-1b 16S ribosomal RNA, partial sequence",1
"gi|1040567064|ref|NR_137413.1| Methylomagnum ishizawai strain RS11D-Pr 16S ribosomal RNA, partial sequence",1
"gi|636558990|ref|NR_115047.1| Thiohalocapsa marina strain JA142 16S ribosomal RNA, partial sequence",1
"gi|959494920|ref|NR_133784.1| Methyloparacoccus murrellii strain R-49797 16S ribosomal RNA, partial sequence",1
"gi|219857559|ref|NR_025147.1| Streptomyces thermospinosisporus strain AT10 16S ribosomal RNA, partial sequence",1
"gi|2363083927|ref|NR_180212.1| Paraflavitalea soli strain 5GH32-13 16S ribosomal RNA, complete sequence",1
"gi|1341394066|ref|NR_153738.1| Sphingomonas piscinae strain LYH-20 16S ribosomal RNA, partial sequence",1
"gi|1018196581|ref|NR_136460.1| Paradevosia tibetensis strain fig4 16S ribosomal RNA, partial sequence",1
"gi|343202755|ref|NR_043193.1| Phyllobacterium trifolii strain PETP02 16S ribosomal RNA, partial sequence",1
"gi|2363084695|ref|NR_180596.1| Devosia sediminis strain MSA67 16S ribosomal RNA, partial sequence",1
"gi|343201004|ref|NR_041691.1| Butyricimonas virosa strain MT12 16S ribosomal RNA, partial sequence",1
"gi|343202737|ref|NR_043166.1| Paenibacillus rhizosphaerae strain CECAP06 16S ribosomal RNA, partial sequence",1
"gi|265678766|ref|NR_029071.1| Paenibacillus favisporus strain GMP01 16S ribosomal RNA, partial sequence",1
"gi|636560504|ref|NR_116564.1| Paenibacillus cellulositrophicus strain P2-1 16S ribosomal RNA, partial sequence",1
"gi|2363081060|ref|NR_178773.1| Nocardioides ginkgobilobae strain SYP-A7303 16S ribosomal RNA, partial sequence",1
"gi|1445136029|ref|NR_158069.1| Nocardioides agrisoli strain djl-8 16S ribosomal RNA, partial sequence",1
"gi|959494935|ref|NR_133797.1| Nocardioides soli strain mbc-2 16S ribosomal RNA, partial sequence",1
"gi|2363082392|ref|NR_179443.1| Peptoniphilus raoultii strain KHD4 16S ribosomal RNA, partial sequence",1
"gi|1116030274|ref|NR_144732.1| Peptoniphilus phoceensis strain SIT15 16S ribosomal RNA, partial sequence",1
"gi|636560399|ref|NR_116459.1| Alishewanella jeotgali KCTC 22429 strain MS1 16S ribosomal RNA, partial sequence",1
"gi|672238937|ref|NR_125526.1| Luminiphilus syltensis strain Ivo14 16S ribosomal RNA, partial sequence",1
"gi|343202801|ref|NR_043276.1| Pseudoxanthomonas suwonensis strain 4M1 16S ribosomal RNA, partial sequence",1
"gi|219857126|ref|NR_024754.1| Alicyclobacillus cycloheptanicus strain DSM 4006 16S ribosomal RNA, partial sequence",1
"gi|1227086099|ref|NR_148612.1| Brevibacillus sediminis strain YIM 78300 16S ribosomal RNA, partial sequence",1
"gi|343200788|ref|NR_041475.1| Alicyclobacillus contaminans strain 3-A191 16S ribosomal RNA, partial sequence",1
"gi|444303787|ref|NR_074209.1| Mesorhizobium opportunistum strain WSM2075 16S ribosomal RNA, partial sequence",1
"gi|265678496|ref|NR_028799.1| Bosea vestrisii 34635 16S ribosomal RNA, partial sequence",1
"gi|265678495|ref|NR_028798.1| Bosea eneae 34614 16S ribosomal RNA, partial sequence",1
"gi|636558611|ref|NR_114668.1| Bosea thiooxidans strain BI-42 16S ribosomal RNA, partial sequence",1
"gi|343198570|ref|NR_042924.1| Thermodesulfomicrobium thermophilum strain P6.2 16S ribosomal RNA, partial sequence",1
"gi|2363082767|ref|NR_179632.1| Scatolibacter rhodanostii strain Marseille-P3890 16S ribosomal RNA, partial sequence",1
"gi|343206380|ref|NR_044972.1| Sporobacter termitidis strain SYR 16S ribosomal RNA, partial sequence",1
"gi|2180566454|ref|NR_174299.1| Alkalibaculum sporogenes strain M08 DMB 16S ribosomal RNA, partial sequence",1
"gi|2363080125|ref|NR_178281.1| Anaerobutyricum soehngenii strain L2-7 16S ribosomal RNA, partial sequence",1
"gi|645321789|ref|NR_118673.1| Anaerobutyricum hallii strain ATCC 27751 16S ribosomal RNA, partial sequence",1
"gi|2363085153|ref|NR_180825.1| Roseburia porci strain MUC/MUC-530-WT-4D 16S ribosomal RNA, partial sequence",1
"gi|559795340|ref|NR_104933.1| Leclercia adecarboxylata strain CIP 82.92 16S ribosomal RNA, partial sequence",1
"gi|343206092|ref|NR_044681.1| Suttonella indologenes strain ATCC 25869 16S ribosomal RNA, partial sequence",1
"gi|636559928|ref|NR_115988.1| Acinetobacter rudis strain G30 16S ribosomal RNA, partial sequence",1
"gi|2363082819|ref|NR_179658.1| Massilistercora timonensis strain Marseille-P3756 16S ribosomal RNA, partial sequence",1
"gi|343200567|ref|NR_041254.1| Patulibacter minatonensis DSM 18081 strain KV-614 16S ribosomal RNA, partial sequence",1
"gi|645320493|ref|NR_117686.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",1
"gi|645320492|ref|NR_117685.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",1
"gi|974142217|ref|NR_134737.1| Geodermatophilus dictyosporus strain G-5 16S ribosomal RNA, partial sequence",1
"gi|2363081588|ref|NR_179040.1| Geodermatophilus chilensis strain B12 16S ribosomal RNA, partial sequence",1
"gi|566085454|ref|NR_109505.1| Geodermatophilus nigrescens strain YIM 75980 16S ribosomal RNA, partial sequence >gi|645321249|ref|NR_118262.1| Geodermatophilus nigrescens strain YIM 75980 16S ribosomal RNA, partial sequence",1
"gi|559795103|ref|NR_104689.1| Brachybacterium conglomeratum strain J 1015 16S ribosomal RNA, partial sequence",1
"gi|219878363|ref|NR_025502.1| Brachybacterium paraconglomeratum strain LMG 19861 16S ribosomal RNA, partial sequence",1
"gi|636560456|ref|NR_116516.1| Brachybacterium saurashtrense strain JG 06 16S ribosomal RNA, partial sequence",1
"gi|2363086426|ref|NR_181467.1| Flavobacterium proteolyticum strain 1Y8A 16S ribosomal RNA, complete sequence",1
"gi|2363083755|ref|NR_180125.1| Flavobacterium celericrescens strain TWA-26 16S ribosomal RNA, partial sequence",1
"gi|1384992319|ref|NR_156068.1| Flavobacterium luticocti strain xz20 16S ribosomal RNA, partial sequence",1
"gi|645319886|ref|NR_117229.1| Anoxybacillus eryuanensis strain E-112 16S ribosomal RNA, partial sequence",1
"gi|566084856|ref|NR_108265.1| Anoxybacillus kaynarcensis strain D1021 16S ribosomal RNA, partial sequence",1
"gi|2363084316|ref|NR_180406.1| Anoxybacillus kestanbolensis strain K1 16S ribosomal RNA, partial sequence",1
"gi|959494884|ref|NR_133753.1| Gemella taiwanensis strain NTUH_5572 16S ribosomal RNA, partial sequence",1
"gi|959494883|ref|NR_133752.1| Gemella parahaemolysans strain NTUH_1465 16S ribosomal RNA, partial sequence",1
"gi|1909404391|ref|NR_170445.1| Oleiliquidispirillum nitrogeniifigens strain 64-1 16S ribosomal RNA, partial sequence",1
"gi|631253105|ref|NR_114303.1| Geobacter luticola strain OSK6 16S ribosomal RNA, partial sequence",1
"gi|961555071|ref|NR_134039.1| Geobacter soli strain GSS01 16S ribosomal RNA, partial sequence",1
"gi|343198902|ref|NR_043971.1| Desulfatiferula olefinivorans strain LM2801 16S ribosomal RNA, partial sequence",1
"gi|636559925|ref|NR_115985.1| Caldanaerobacter uzonensis strain K67 16S ribosomal RNA, partial sequence",1
"gi|559795150|ref|NR_104737.1| Eubacterium oxidoreducens strain G41 16S ribosomal RNA, partial sequence",1
"gi|645320915|ref|NR_118012.1| Paenibacillus catalpae strain D75 16S ribosomal RNA, partial sequence",1
"gi|343202291|ref|NR_042577.1| Paenibacillus humicus strain PC-147 16S ribosomal RNA, partial sequence",1
"gi|1011034802|ref|NR_135705.1| Paenibacillus endophyticus strain PECAE04 16S ribosomal RNA, partial sequence",1
"gi|507148069|ref|NR_102876.1| Pseudobdellovibrio exovorus JSS 16S ribosomal RNA, partial sequence",1
"gi|228716586|ref|NR_027553.1| Bdellovibrio bacteriovorus strain HD100 16S ribosomal RNA, partial sequence",1
"gi|636560048|ref|NR_116108.1| Pseudobdellovibrio exovorus JSS 16S ribosomal RNA, partial sequence",1
"gi|566085526|ref|NR_109598.1| Dissulfuribacter thermophilus strain S69 16S ribosomal RNA, partial sequence",1
"gi|219857490|ref|NR_025078.1| [Desulfovibrio] dechloracetivorans strain SF3 16S ribosomal RNA, partial sequence",1
"gi|1277396357|ref|NR_152070.1| Pseudodesulfovibrio indicus strain J2 16S ribosomal RNA, partial sequence",1
"gi|636558746|ref|NR_114803.1| Arachnia propionica strain DSM 43307 16S ribosomal RNA, partial sequence",1
"gi|602270569|ref|NR_029191.2| Rubrobacter radiotolerans strain P 1 16S ribosomal RNA, partial sequence",1
"gi|566084948|ref|NR_108491.1| Cytobacillus gottheilii strain WCC 4585 16S ribosomal RNA, partial sequence",1
"gi|444303851|ref|NR_074273.1| Allomeiothermus silvanus strain VI-R2 16S ribosomal RNA, partial sequence",1
"gi|228720981|ref|NR_027600.1| Allomeiothermus silvanus strain V1-R2 16S ribosomal RNA, partial sequence",1
"gi|636560251|ref|NR_116311.1| Meiothermus taiwanensis strain LY1 16S ribosomal RNA, partial sequence",1
"gi|2363086665|ref|NR_181589.1| Serpentinimonas maccroryi strain B1 16S ribosomal RNA, complete sequence",1
"gi|1270533033|ref|NR_118723.2| Aerococcus viridans ATCC 11563 = CCUG 4311 16S ribosomal RNA, partial sequence",1
"gi|636560732|ref|NR_116792.1| Streptohalobacillus salinus strain H96B60 16S ribosomal RNA, partial sequence",1
"gi|559795122|ref|NR_104708.1| Aerococcus viridans strain NBRC 12219 16S ribosomal RNA, partial sequence",1
"gi|1040567050|ref|NR_137399.1| Rhizobium aegyptiacum strain 1010 16S ribosomal RNA, partial sequence",1
"gi|1269235605|ref|NR_146362.2| Brucella endophytica strain EGI 60010 16S ribosomal RNA, complete sequence",1
"gi|219878409|ref|NR_025548.1| Microbacterium paraoxydans strain CF36 16S ribosomal RNA, partial sequence",1
"gi|343201625|ref|NR_042351.1| Microbacterium maritypicum strain DSM 12512 16S ribosomal RNA, partial sequence",1
"gi|449372181|ref|NR_074325.2| Paraburkholderia xenovorans LB400 16S ribosomal RNA, partial sequence",1
"gi|959494840|ref|NR_133718.1| Cellvibrio diazotrophicus strain E50 16S ribosomal RNA, partial sequence",1
"gi|631251981|ref|NR_113179.1| Acidipila rosea strain AP8 16S ribosomal RNA, partial sequence",1
"gi|343201443|ref|NR_042169.1| Marichromatium indicum strain JA100 16S ribosomal RNA, partial sequence",1
"gi|1779814862|ref|NR_164937.1| Phyllobacterium phragmitis strain 1N-3 16S ribosomal RNA, partial sequence",1
"gi|1199303377|ref|NR_147728.1| Sulfurirhabdus autotrophica strain BiS0 16S ribosomal RNA, partial sequence",1
"gi|699005411|ref|NR_126280.1| Novosphingobium malaysiense strain MUSC 273 16S ribosomal RNA, partial sequence",1
"gi|2363086595|ref|NR_181554.1| Spongiibacter nanhainus strain CSC3.9 16S ribosomal RNA, partial sequence",1
"gi|1397641789|ref|NR_156898.1| Jeotgalibaca porci strain 1804-02 16S ribosomal RNA, partial sequence",1
"gi|672238964|ref|NR_125553.1| Jeotgalibaca dankookensis strain EX-07 16S ribosomal RNA, partial sequence",1
"gi|645322549|ref|NR_119273.1| Trichococcus flocculiformis strain DSM 2094 16S ribosomal RNA, partial sequence",1
"gi|1024974963|ref|NR_136878.1| Wenzhouxiangella marina strain Ma-11 16S ribosomal RNA, partial sequence",1
"gi|2221405446|ref|NR_175529.1| Wenzhouxiangella limi strain C33 16S ribosomal RNA, partial sequence",1
"gi|219846515|ref|NR_026107.1| Acetobacter pasteurianus strain LMD 22.1 16S ribosomal RNA, partial sequence",1
"gi|636560011|ref|NR_116071.1| Acinetobacter septicus strain AK001 16S ribosomal RNA, partial sequence",1
"gi|1909404481|ref|NR_170536.1| Duganella margarita strain FT109W 16S ribosomal RNA, partial sequence",1
"gi|2836274980|ref|NR_197743.1| Hyphobacterium lacteum strain HN-65 16S ribosomal RNA, complete sequence",1
"gi|2836274979|ref|NR_197742.1| Hyphobacterium marinum strain Y60-23 16S ribosomal RNA, complete sequence",1
"gi|470466427|ref|NR_074121.1| Hirschia baltica ATCC 49814 16S ribosomal RNA, partial sequence",1
"gi|1445136010|ref|NR_158050.1| Tundrisphaera lichenicola strain P12 16S ribosomal RNA, partial sequence",1
"gi|1230874589|ref|NR_148747.1| Paludisphaera borealis strain PX4 16S ribosomal RNA, complete sequence",1
"gi|265678830|ref|NR_029135.1| Hydrogenovibrio marinus strain MH-110 16S ribosomal RNA, partial sequence",1
"gi|265678379|ref|NR_028681.1| Hydrogenovibrio kuenenii strain JB-A1 16S ribosomal RNA, partial sequence",1
"gi|1397641792|ref|NR_156901.1| Thermodesulfobium acidiphilum strain 3127-1 16S ribosomal RNA, partial sequence",1
"gi|1315204033|ref|NR_152703.1| Campylobacter hepaticus strain HV10 16S ribosomal RNA, partial sequence",1
"gi|1397641875|ref|NR_156985.1| Campylobacter ornithocola strain WBE38 16S ribosomal RNA, partial sequence",1
"gi|1445136064|ref|NR_158104.1| Spirosoma carri strain TX0406 16S ribosomal RNA, partial sequence",1
"gi|1491515563|ref|NR_159211.1| Spirosoma litoris strain 15J16-2T3A 16S ribosomal RNA, partial sequence",1
"gi|1397641708|ref|NR_156817.1| Spirosoma migulaei strain 15J9-8 16S ribosomal RNA, partial sequence",1
"gi|444304032|ref|NR_074456.1| Deinococcus deserti VCD115 16S ribosomal RNA, partial sequence",1
"gi|974142198|ref|NR_134718.1| Deinococcus radiotolerans strain C1 16S ribosomal RNA, partial sequence",1
"gi|2363083447|ref|NR_179972.1| Paracoccus simplex strain F5 16S ribosomal RNA, partial sequence",1
"gi|974142166|ref|NR_134686.1| Actinokineospora spheciospongiae strain PAL84 16S ribosomal RNA, partial sequence",1
"gi|265678703|ref|NR_029008.1| Pseudonocardia benzenivorans strain B5 16S ribosomal RNA, partial sequence",1
"gi|343202280|ref|NR_042566.1| Nocardia acidivorans strain GW4-1778 16S ribosomal RNA, partial sequence",1
"gi|224581440|ref|NR_027222.1| Streptomyces anthocyanicus strain AS 4.1594 16S ribosomal RNA, partial sequence",1
"gi|343201169|ref|NR_041914.1| Streptomyces violaceoruber strain DSM 40049 16S ribosomal RNA, partial sequence",1
"gi|636559333|ref|NR_115390.1| Streptomyces anthocyanicus strain CSSP539 16S ribosomal RNA, partial sequence",1
"gi|485099078|ref|NR_102475.1| Deinococcus peraridilitoris DSM 19664 16S ribosomal RNA, partial sequence",1
"gi|265678498|ref|NR_028801.1| Pseudomonas indica strain IMT37 16S ribosomal RNA, partial sequence",1
"gi|343202924|ref|NR_043418.1| Mammaliicoccus lentus strain MAFF 911385 16S ribosomal RNA, partial sequence",1
"gi|645321632|ref|NR_118551.1| Kribbella albertanoniae strain BC640 16S ribosomal RNA, partial sequence",1
"gi|2363083345|ref|NR_179921.1| Kribbella turkmenica strain 16K104 16S ribosomal RNA, partial sequence",1
"gi|1520188677|ref|NR_159897.1| Flavisolibacter metallilatus strain TX0661 16S ribosomal RNA, partial sequence",1
"gi|961555065|ref|NR_134033.1| Flavisolibacter rigui strain 02SUJ3 16S ribosomal RNA, partial sequence",1
"gi|1269807397|ref|NR_074716.2| Sanguibacter keddieii strain DSM 10542 16S ribosomal RNA, complete sequence",1
